filename;identity;3rd-Party Name;Attributes;AttributesPublic;AttributesStatic;Classes;Comments/Loc;EmptyCatches;EmptyOrNoCatch;F-Args;F-Args Name;F-GodFnRloc;F-Mccc;F-Mccc Name;F-Mccc-1/F-RLoc;F-Mccc-1/F-RLoc Name;F-Nl;F-Nl Name;F-RLoc;F-RLoc Name;F-RLoc10+;F-RLoc100+;F-RLoc20+;F-RLoc200+;F-RLoc50+;FriendClasses;Functions;FunctionsUncommented;Hacks;IsGenerated;Lines140+;Loc;Loc Comment;Loc Outcommented;Mccc;Nl;Nl0+;Nl1+;Nl1+%;Nl1+Mean;Nl10+;Nl10+%;Nl10+Mean;Nl2+;Nl2+%;Nl2+Mean;Nl3+;Nl3+%;Nl3+Mean;Nl4+;Nl4+%;Nl4+Mean;Nl5+;Nl5+%;Nl5+Mean;Nl6+;Nl6+%;Nl6+Mean;Nl7+;Nl7+%;Nl7+Mean;Nl8+;Nl8+%;Nl8+Mean;Nl9+;Nl9+%;Nl9+Mean;NlMean;RLoc;Templates;Todos;Try-Nl;Trys;Trys w/o catch;Uncommented Complexity
source/codegeneration/glbinding_features.h;921;;0.0;0.0;0.0;0.0;0.019774011299400002;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0;2;354;7;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;0
source/3rdparty/KHR/include/KHR/khrplatform.h;1370;;0.0;0.0;0.0;0.0;0.553191489362;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;282;156;1;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;44;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/Meta_getStringByBitfield.cpp;809;;1.0;1.0;0.0;0.0;0.0080971659919;0.0;0.0;1.0;getString, line 26;;2.0;getString, line 26;0.25;getString, line 26;1.0;getString, line 26;4.0;getString, line 26;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0;;0;247;2;0;23;1.0;88;22;0.25;1.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.25;114;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/types_to_string.cpp;1311;;0.0;0.0;0.0;0.0;0.0173775671406;0.0;0.0;2.0;operator<<, line 18;;66.0;operator<<, line 252;0.49618320610699995;operator<<, line 252;1.0;operator<<, line 18;131.0;operator<<, line 252;1.0;1.0;1.0;0.0;1.0;0.0;32.0;1.0;0;;0;633;11;5;68;1.0;202;66;0.326732673267;1.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.326732673267;241;5.0;0;0.0;0.0;0.0;55
source/glbinding-aux/source/ContextInfo.cpp;365;;1.0;1.0;0.0;0.0;0.0289256198347;0.0;0.0;4.0;supported, line 141;20.0;7.0;extensions, line 44;0.4;insertExtension, line 23;3.0;extensions, line 44;20.0;extensions, line 44;3.0;0.0;1.0;0.0;0.0;0.0;14.0;1.0;0;;0;242;7;0;19;3.0;74;34;0.459459459459;1.3529411764700001;0;0.0;0;11;0.14864864864900001;2.09090909091;1;0.013513513513499999;3.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.621621621622;103;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/logging.cpp;665;;4.0;4.0;0.0;0.0;0.011673151751000001;0.0;0.0;2.0;operator<<, line 53;;4.0;operator<<, line 53;0.2;stop, line 127;3.0;startWriter, line 168;24.0;operator<<, line 53;3.0;0.0;1.0;0.0;0.0;0.0;18.0;0.0;0;;0;257;3;0;9;3.0;86;21;0.24418604651200002;1.38095238095;0;0.0;0;6;0.06976744186049999;2.33333333333;2;0.023255813953499998;3.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.33720930232600005;115;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/types_to_string_private.h;1313;;0.0;0.0;0.0;0.0;0.017857142857099998;0.0;0.0;1.0;bitfieldString, line 17;;5.0;bitfieldString, line 17;0.235294117647;bitfieldString, line 17;2.0;bitfieldString, line 17;17.0;bitfieldString, line 17;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;;0;56;1;0;5;2.0;17;12;0.705882352941;1.33333333333;0;0.0;0;4;0.235294117647;2.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.941176470588;21;1.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/Meta.cpp;367;;1.0;1.0;0.0;0.0;0.017094017094000002;0.0;0.0;2.0;alphabeticalGroupIndex, line 47;;5.0;getString, line 149;0.5714285714289999;getString, line 149;3.0;getString, line 149;14.0;functions, line 281;3.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0;;0;351;6;0;35;3.0;117;38;0.324786324786;1.28947368421;0;0.0;0;9;0.0769230769231;2.22222222222;2;0.017094017094000002;3.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.418803418803;145;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/logging_private.h;1310;;1.0;1.0;0.0;0.0;0.047619047619;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;21;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;11;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/glrevision.h;1309;;0.0;0.0;0.0;0.0;0.166666666667;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;12;2;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;2;0.0;0;0.0;0.0;0.0;0
